1 -151.55108146
2 -151.53304645
3 -151.91352424
4 -151.85130039
5 -152.24794749
6 -152.36292682
7 -152.33364859
8 -152.23063709
9 -152.93574485
10 -152.91929982
11 -153.23615027
12 -153.03018232
13 -154.23192315
14 -154.10988988
15 -154.11643047
16 -153.89619620
17 -154.03431123
18 -153.89979398
19 -154.00907398
20 -154.29371516
