1 1 2 -313.48637079
1 1 3 -317.16695510
1 1 4 -316.42690598
1 1 5 -312.85309538
2 1 2 -313.38314174
2 1 3 -317.13606245
2 1 4 -316.55638345
2 1 5 -312.78372177
3 1 2 -313.42435809
3 1 3 -317.12826719
3 1 4 -316.50471320
3 1 5 -312.83735185
4 1 2 -313.32771304
4 1 3 -317.14646162
4 1 4 -316.60814232
4 1 5 -312.91576721
5 1 2 -313.32314669
5 1 3 -317.14448580
5 1 4 -316.55545161
5 1 5 -312.75847350
6 1 2 -313.45908014
6 1 3 -317.16626209
6 1 4 -316.53007121
6 1 5 -312.84046390
7 2 1 -317.55954875
7 2 3 -319.25585858
7 2 4 -318.44489016
7 2 5 -314.90157096
8 2 1 -317.63158000
8 2 3 -319.25428014
8 2 4 -318.67176025
8 2 5 -314.94311794
9 2 1 -317.72069361
9 2 3 -319.37822755
9 2 4 -318.70962763
9 2 5 -315.00798916
10 2 1 -317.60133415
10 2 3 -319.26942356
10 2 4 -318.58204625
10 2 5 -314.95680744
11 2 1 -317.63291108
11 2 3 -319.29885022
11 2 4 -318.63732515
11 2 5 -314.94368458
12 2 1 -317.60641729
12 2 3 -319.19802247
12 2 4 -318.71636616
12 2 5 -315.04871746
13 3 1 -313.88165158
13 3 2 -311.71324477
13 3 4 -314.93443498
13 3 5 -311.18375747
14 3 1 -313.88564691
14 3 2 -311.81021262
14 3 4 -314.88754995
14 3 5 -311.17362367
15 3 1 -313.84476518
15 3 2 -311.87384533
15 3 4 -314.71588047
15 3 5 -311.18767479
16 3 1 -313.83919087
16 3 2 -311.77200022
16 3 4 -314.84190459
16 3 5 -311.24572583
17 3 1 -313.82662738
17 3 2 -311.76827127
17 3 4 -314.74913802
17 3 5 -311.11125903
18 3 1 -313.87517274
18 3 2 -311.78024259
18 3 4 -314.87278284
18 3 5 -311.23654523
19 4 1 -314.68843097
19 4 2 -312.79370286
19 4 3 -316.35836162
19 4 5 -312.07371624
20 4 1 -314.37458001
20 4 2 -312.22783542
20 4 3 -316.00936316
20 4 5 -311.69068207
21 4 1 -314.51647562
21 4 2 -312.46206317
21 4 3 -316.15943810
21 4 5 -311.83515562
22 4 1 -314.50450232
22 4 2 -312.39189908
22 4 3 -316.16688163
22 4 5 -311.71450002
23 4 1 -314.48386331
23 4 2 -312.33752095
23 4 3 -316.09974281
23 4 5 -311.77310791
24 4 1 -314.39959492
24 4 2 -312.26363413
24 4 3 -315.96628728
24 4 5 -311.79088795
25 5 1 -318.14723593
25 5 2 -316.03936041
25 5 3 -319.80714166
25 5 4 -319.11710658
26 5 1 -318.13407781
26 5 2 -316.18597870
26 5 3 -319.83276278
26 5 4 -318.99618429
27 5 1 -318.22433236
27 5 2 -316.09766571
27 5 3 -319.91681321
27 5 4 -319.15781743
28 5 1 -318.01740217
28 5 2 -316.06758934
28 5 3 -319.69622264
28 5 4 -318.90765333
29 5 1 -318.18155541
29 5 2 -316.08462229
29 5 3 -319.80412173
29 5 4 -319.18731472
30 5 1 -318.14078023
30 5 2 -316.02643485
30 5 3 -319.75881071
30 5 4 -319.20466067
1 1 2 -313.48637079
1 1 3 -317.16695510
1 1 4 -316.42690598
1 1 5 -312.85309538
2 1 2 -313.38314174
2 1 3 -317.13606245
2 1 4 -316.55638345
2 1 5 -312.78372177
3 1 2 -313.42435809
3 1 3 -317.12826719
3 1 4 -316.50471320
3 1 5 -312.83735185
4 1 2 -313.32771304
4 1 3 -317.14646162
4 1 4 -316.60814232
4 1 5 -312.91576721
5 1 2 -313.32314669
5 1 3 -317.14448580
5 1 4 -316.55545161
5 1 5 -312.75847350
6 1 2 -313.45908014
6 1 3 -317.16626209
6 1 4 -316.53007121
6 1 5 -312.84046390
7 2 1 -317.55954875
7 2 3 -319.25585858
7 2 4 -318.44489016
7 2 5 -314.90157096
8 2 1 -317.63158000
8 2 3 -319.25428014
8 2 4 -318.67176025
8 2 5 -314.94311794
9 2 1 -317.72069361
9 2 3 -319.37822755
9 2 4 -318.70962763
9 2 5 -315.00798916
10 2 1 -317.60133415
10 2 3 -319.26942356
10 2 4 -318.58204625
10 2 5 -314.95680744
11 2 1 -317.63291108
11 2 3 -319.29885022
11 2 4 -318.63732515
11 2 5 -314.94368458
12 2 1 -317.60641729
12 2 3 -319.19802247
12 2 4 -318.71636616
12 2 5 -315.04871746
13 3 1 -313.88165158
13 3 2 -311.71324477
13 3 4 -314.93443498
13 3 5 -311.18375747
14 3 1 -313.88564691
14 3 2 -311.81021262
14 3 4 -314.88754995
14 3 5 -311.17362367
15 3 1 -313.84476518
15 3 2 -311.87384533
15 3 4 -314.71588047
15 3 5 -311.18767479
16 3 1 -313.83919087
16 3 2 -311.77200022
16 3 4 -314.84190459
16 3 5 -311.24572583
17 3 1 -313.82662738
17 3 2 -311.76827127
17 3 4 -314.74913802
17 3 5 -311.11125903
18 3 1 -313.87517274
18 3 2 -311.78024259
18 3 4 -314.87278284
18 3 5 -311.23654523
19 4 1 -314.68843097
19 4 2 -312.79370286
19 4 3 -316.35836162
19 4 5 -312.07371624
20 4 1 -314.37458001
20 4 2 -312.22783542
20 4 3 -316.00936316
20 4 5 -311.69068207
21 4 1 -314.51647562
21 4 2 -312.46206317
21 4 3 -316.15943810
21 4 5 -311.83515562
22 4 1 -314.50450232
22 4 2 -312.39189908
22 4 3 -316.16688163
22 4 5 -311.71450002
23 4 1 -314.48386331
23 4 2 -312.33752095
23 4 3 -316.09974281
23 4 5 -311.77310791
24 4 1 -314.39959492
24 4 2 -312.26363413
24 4 3 -315.96628728
24 4 5 -311.79088795
25 5 1 -318.14723593
25 5 2 -316.03936041
25 5 3 -319.80714166
25 5 4 -319.11710658
26 5 1 -318.13407781
26 5 2 -316.18597870
26 5 3 -319.83276278
26 5 4 -318.99618429
27 5 1 -318.22433236
27 5 2 -316.09766571
27 5 3 -319.91681321
27 5 4 -319.15781743
28 5 1 -318.01740217
28 5 2 -316.06758934
28 5 3 -319.69622264
28 5 4 -318.90765333
29 5 1 -318.18155541
29 5 2 -316.08462229
29 5 3 -319.80412173
29 5 4 -319.18731472
30 5 1 -318.14078023
30 5 2 -316.02643485
30 5 3 -319.75881071
30 5 4 -319.20466067
